year,doy,date,block,treatment,tussock,moisture,TOC,TN,mbc,mbn,labile,nh4,no3,tfpa,po4,TRS,BG,NAG,PHOS,LAP,PHENOX,root_phos,CO2,soil_percentc,soil_percentn,leaf_percentc,leaf_percentn,rhizome_percentc,rhizome_percentn,root_percentc,root_percentn,soil_d15N,leaf_d15N
2012,146,2012-05-25,4,A.N,I,0.86759,793.4621596,75.04049397,4018.935009,306.8339287,26.66422623,1.794502063,19.25167935,5.618044818,6.801057244,,78.90783707,295.8081633,1827.877551,38.18647413,0.330297259,,1.873050855,39.88,1.236,,,,,,,,
2012,146,2012-05-25,4,A.O,I,0.90958,223.7689901,28.32253885,5381.307387,196.5661341,5.58433742,0.661663397,2.839368493,2.08330553,13.97264922,,107.8948958,110.3126781,1325.497467,9.958631409,0.746927005,,1.175215037,27.5,0.5196,,,,,,,,
2012,146,2012-05-25,4,C.N,I,0.81128,317.3459526,30.00346589,3382.139746,210.4237705,5.907358536,0,4.25656116,1.650797375,5.473415376,,198.8880974,152.4213267,1042.518482,6.811082832,0,,1.280151493,30.54,1.413,,,,,,,,
2012,146,2012-05-25,4,C.O,I,0.94046,613.9175721,40.22245773,9766.125149,493.9089847,2.09612617,0,0,2.09612617,13.99162134,,184.7689315,460.5735997,3271.647102,2.997100479,0.031572037,,3.408690405,46.02,0.6422,,,,,,,,
2012,146,2012-05-25,5,A.N,I,0.89213,639.9571279,90.09842001,3031.920583,205.4723196,16.07468696,2.211956741,3.020206497,10.84252372,9.457867321,,396.2354634,95.40904702,675.5656141,4.207584693,0.004979007,,1.327387946,34.89,0.8139,,,,,,,,
2012,146,2012-05-25,5,A.O,I,0.8412,696.026597,73.4420298,2167.918683,241.9655622,17.01294213,8.192552926,0,8.820389201,0,,212.4456131,64.64012256,749.5704387,29.12771201,4.202321654,,1.60874906,35.84,1.797,,,,,,,,
2012,146,2012-05-25,5,C.N,I,0.79956,543.4674501,48.03857775,2926.234422,209.6734612,5.167247792,0.995943187,0,4.171304604,3.466791551,,179.9159139,104.6444673,1206.89695,5.728258981,0.296413506,,0.795554828,36.49,1.654,,,,,,,,
2012,146,2012-05-25,5,C.O,I,0.93364,496.952715,53.95311391,10058.94856,467.6086552,5.635627058,0,0,5.635627058,0,,620.1777559,541.7625802,4174.141602,50.46505406,0.612458511,,2.574663597,45.15,0.783,,,,,,,,
2012,160,2012-06-08,1,A.N,I,0.85283,808.3003436,137.2629199,3773.797737,446.5032957,31.70068194,7.948883545,5.139761692,18.6120367,5.869371667,,528.8219376,241.1895788,1978.540651,35.57909373,4.295492408,,0.935963685,40.31,1.521,,,,,,,,
2012,160,2012-06-08,1,A.O,I,0.88838,940.3257299,68.58197316,7422.382433,601.1301471,5.247874277,0,0,5.247874277,11.35205526,,1105.762484,537.1532094,2958.184153,27.38104243,2.094246619,,1.684704094,46.4,1.139,,,,,,,,
2012,160,2012-06-08,1,C.N,I,0.85643,778.321105,101.1981356,2506.441941,236.5298183,18.5199783,4.471116626,0,14.04886168,9.122591116,,644.5530953,221.8681847,2287.039956,44.88801619,2.650756665,,0.662178864,40.1,1.367,,,,,,,,
2012,160,2012-06-08,1,C.O,I,0.85389,700.9189101,83.59923649,3573.154911,405.4009767,16.28192531,2.066580962,8.448295046,5.7670493,7.852081563,,182.9787261,251.4343088,2334.175158,29.21743657,6.339867047,,0.558919606,41.36,1.305,,,,,,,,
2012,160,2012-06-08,2,A.N,I,0.79411,914.5348654,129.2833176,2434.967458,309.6970097,21.12046919,3.084595526,3.06276889,14.97310477,6.751576381,,467.868062,166.018896,1640.06527,20.77096581,0.529582965,,0.246652386,34.46,1.714,,,,,,,,
2012,160,2012-06-08,2,A.O,I,0.85293,1084.441502,83.06014638,5475.266257,426.2884961,12.95859378,1.796160321,1.894916336,9.267517125,17.09367173,,716.9797964,723.9348088,2541.992912,21.65355946,0.842526254,,2.041153153,33.83,0.7827,,,,,,,,
2012,160,2012-06-08,2,C.N,I,0.91415,1851.537538,299.2076864,5180.996304,469.1193046,58.16215259,23.09687373,7.497470759,27.5678081,13.02489579,,1282.068105,1305.928125,4036.71977,23.06992315,0.500452946,,3.777458552,35.39,1.447,,,,,,,,
2012,160,2012-06-08,2,C.O,I,0.88318,689.2360661,79.21775988,5729.594695,291.5695016,35.26693952,4.870617377,25.00694026,5.389381891,9.096186149,,504.8558996,354.3095082,1514.38318,17.18651024,1.027254603,,0.507484143,43.64,0.8168,,,,,,,,
2012,160,2012-06-08,3,A.N,I,0.9281,1642.227783,162.887501,7055.349319,715.5730358,25.66150657,8.505589796,2.243310475,14.9126063,30.28334652,,925.6093183,675.6109918,2121.570958,37.123673,0.467450696,,0,40.93,0.9507,,,,,,,,
